chunk_id,parent_structure_id,document_id,document_title,document_short_title,source_file,publication_date,publisher,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,source_locator,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,content_function,mode_relevance,retrieval_priority,security_class,answer_limit_note,processing_status,review_required,version
AFDP4_0_2026_CHUNK_00027,AFDP4_0_2026_STRUCT_012,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,12,12,9,9,"AFDP 4-0 Sustainment, printed p. 9",Chapter 2: Sustainment Operations,Sustainment Core Processes,,doctrine_text,"Organizing, training, and equipping a fit force to provide mission capability in all required all-hazard threat environments. Prepare the Operational Environment. Analyzing, planning, and posturing forces, infrastructure (built and natural), and materiel for rapid employment. Position the Force. Deploying, receiving, and integrating forces and materiel at the point of employment. Employ the Force. Generating the mission, providing right-sized support, and ensuring timely regeneration of forces and materiel. Sustain and Recover the Force. Maintaining effective levels of forces, materiel support, including the physical plant, and infrastructure capability for ongoing operations. Recovering forces, materiel support, and infrastructure damaged from attack, accident, or another incident. Reconstitute the Force. Reset or redeployment of forces and materiel, ensuring airpower can be reapplied to meet operational needs.",925,231,deployment,전개,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Organizing, training, and equipping a fit force to provide mission capability in all required all-hazard threat environments. Prepare the Operational Environment. Analyzing, planning, and posturing forces,...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Sustainment Core Processes |  | deployment | Organizing, training, and equipping a fit force to provide mission capability in all required all-hazard threat environments. Prepare the Operational Environment. Analyzing, planning, and posturing forces, infrastructure (built and natural), and materiel for rapid employment. Position the Force. Deploying, receiving, and integrating forces and materiel at the point of employment. Employ the Force. Generating the mission, providing right-sized support, and ensuring timely regeneration of forces and materiel. Sustain and Recover the Force. Maintaining effective levels of forces, materiel support, including the physical plant, and infrastructure capability for ongoing operations. Recovering forces, materiel support, and infrastructure damaged from attack, accident, or another incident. Reconstitute the Force. Reset or redeployment of forces and materiel, ensuring airpower can be reapplied to meet operational needs.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 9.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00028,AFDP4_0_2026_STRUCT_013,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,13,13,10,10,"AFDP 4-0 Sustainment, printed p. 10",Chapter 2: Sustainment Operations,Posturing Responsive Forces,,doctrine_text,"10 POSTURING RESPONSIVE FORCES Posturing responsive forces entails analyzing, structuring, scheduling, and processing force capabilities to support operational mission requirements. It also includes executing a positioning strategy to maximize sustainment force responsiveness and speed of employment. An air component commander employs CSS functional communities to generate the core capability of Posturing Responsive Forces. The air component commander then uses this capability to create sustainment core effects. For example, posturing UTCs during Ready the Force, tailoring for potential operational areas during Prepare the Operational Environment, and prioritizing manpower and equipment for Position the Force, are all aspects of posturing responsive forces to generate sustainment effects. Posturing Responsive Forces bridges the gap between planning and execution in any plan.",887,222,sustainment; CSS,지속지원; 전투근무지원,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 10 POSTURING RESPONSIVE FORCES Posturing responsive forces entails analyzing, structuring, scheduling, and processing force capabilities to support operational mission requirements. It also includes executing a...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Posturing Responsive Forces |  | sustainment; CSS | 10 POSTURING RESPONSIVE FORCES Posturing responsive forces entails analyzing, structuring, scheduling, and processing force capabilities to support operational mission requirements. It also includes executing a positioning strategy to maximize sustainment force responsiveness and speed of employment. An air component commander employs CSS functional communities to generate the core capability of Posturing Responsive Forces. The air component commander then uses this capability to create sustainment core effects. For example, posturing UTCs during Ready the Force, tailoring for potential operational areas during Prepare the Operational Environment, and prioritizing manpower and equipment for Position the Force, are all aspects of posturing responsive forces to generate sustainment effects. Posturing Responsive Forces bridges the gap between planning and execution in any plan.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 10.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00029,AFDP4_0_2026_STRUCT_013,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,13,13,10,10,"AFDP 4-0 Sustainment, printed p. 10",Chapter 2: Sustainment Operations,Posturing Responsive Forces,,doctrine_text,"Posturing involves a continuous global effort that ranges from maintaining worldwide readiness of personnel, equipment, and units through training and exercises to continuously assessing worldwide prepositioning equipment strategies and commercial market capabilities. Prioritizing and right-sizing forces and their equipment in UTCs is critical to ensuring adequate capability with the appropriate forward footprint. UTCs are developed to provide a variety of capabilities. The goal is to deploy right-sized UTCs to minimize tailoring. Right-sized UTCs provide a generic building block capability, greater flexibility for planners, and optimal support for warfighters. At execution, tailoring should be accomplished based on mission and deployment location. UTCs are not self-sustainable and rely on additional manpower, equipment, or both throughout their deployment. Modular, scalable, and deployable UTCs are presented to a single organization and developed to fulfill a specific capability.11 BASING FORCES The basing forces’ core capability involves opening, establishing, and closing airbases, FOSs, and CSLs.",1116,279,basing; airbase; deployment,기지운용; 공군기지; 전개,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Posturing involves a continuous global effort that ranges from maintaining worldwide readiness of personnel, equipment, and units through training and exercises to continuously assessing worldwide prepositioning...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Posturing Responsive Forces |  | basing; airbase; deployment | Posturing involves a continuous global effort that ranges from maintaining worldwide readiness of personnel, equipment, and units through training and exercises to continuously assessing worldwide prepositioning equipment strategies and commercial market capabilities. Prioritizing and right-sizing forces and their equipment in UTCs is critical to ensuring adequate capability with the appropriate forward footprint. UTCs are developed to provide a variety of capabilities. The goal is to deploy right-sized UTCs to minimize tailoring. Right-sized UTCs provide a generic building block capability, greater flexibility for planners, and optimal support for warfighters. At execution, tailoring should be accomplished based on mission and deployment location. UTCs are not self-sustainable and rely on additional manpower, equipment, or both throughout their deployment. Modular, scalable, and deployable UTCs are presented to a single organization and developed to fulfill a specific capability.11 BASING FORCES The basing forces’ core capability involves opening, establishing, and closing airbases, FOSs, and CSLs.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 10.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00030,AFDP4_0_2026_STRUCT_013,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,13,13,10,10,"AFDP 4-0 Sustainment, printed p. 10",Chapter 2: Sustainment Operations,Posturing Responsive Forces,,doctrine_text,"Providing enduring and contingency airbases, installations, FOSs, and CSLs with the assets, programs, and services necessary to support and project airpower is crucial to joint force success.12 For the USAF, opening and establishing a FOS/CSL normally entails opening and establishing an airbase. Establishing FOSs/CSLs encompasses assessing, planning, reconfiguring, modifying, building, and inspecting infrastructure and utilities to support the mission, personnel, and equipment at specific FOSs/CSLs. When compared to a FOS/CSL or main operating base (MOB), the minimal infrastructure required to operate a contingency location (CL) is typically substantially less, especially when supporting the Agile Combat Employment (ACE) scheme of maneuver. This infrastructure includes runways, taxiways, ramps, roads, building sites, utility grids, communications grids, 11 For additional information on UTCs, see Department of the Air Force Manual (DAFMAN) 10-406, Unit Type Code Management. 12 See JP 4-04, Contingency Basing, for additional information.",1051,263,ACE; basing; airbase,기민전투운용; 기지운용; 공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Providing enduring and contingency airbases, installations, FOSs, and CSLs with the assets, programs, and services necessary to support and project airpower is crucial to joint force success.12 For the USAF, opening and...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Posturing Responsive Forces |  | ACE; basing; airbase | Providing enduring and contingency airbases, installations, FOSs, and CSLs with the assets, programs, and services necessary to support and project airpower is crucial to joint force success.12 For the USAF, opening and establishing a FOS/CSL normally entails opening and establishing an airbase. Establishing FOSs/CSLs encompasses assessing, planning, reconfiguring, modifying, building, and inspecting infrastructure and utilities to support the mission, personnel, and equipment at specific FOSs/CSLs. When compared to a FOS/CSL or main operating base (MOB), the minimal infrastructure required to operate a contingency location (CL) is typically substantially less, especially when supporting the Agile Combat Employment (ACE) scheme of maneuver. This infrastructure includes runways, taxiways, ramps, roads, building sites, utility grids, communications grids, 11 For additional information on UTCs, see Department of the Air Force Manual (DAFMAN) 10-406, Unit Type Code Management. 12 See JP 4-04, Contingency Basing, for additional information.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 10.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00031,AFDP4_0_2026_STRUCT_014,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,14,14,11,11,"AFDP 4-0 Sustainment, printed p. 11",Chapter 2: Sustainment Operations,Engineering Support,,doctrine_text,"11 aviation fuel grids, munitions storage and assembly areas, facilities, entry control points, barriers, and defensive positions. • Senior Airfield Authority (SAA) responsibilities will normally transfer from the initial airbase opening force commander to the air expeditionary wing (AEW) commander. • Functional airbase opening capabilities and responsibilities will normally transfer from the initial airbase opening forces (Open the Base force module forces or Contingency Response Forces [CRF]) to the initial Establish the Base force module forces when like forces are in place. ENGINEERING SUPPORT Air Force expeditionary engineering capability consists of engineers' activities to open, establish, operate, sustain, protect, recover, and close bases. It can operate at any level of global competition, including ACE scenarios. It focuses on operating and maintaining aircraft arresting systems, airfield lighting, heavy equipment, airfield surfaces, roads, and temporary, semi-permanent, or permanent facilities, and includes the specialized capabilities of power generation and distribution systems.",1108,277,ACE; airbase; distribution; munitions; SAA,기민전투운용; 공군기지; 분배; 탄약; 상급비행장권한,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 11 aviation fuel grids, munitions storage and assembly areas, facilities, entry control points, barriers, and defensive positions. • Senior Airfield Authority (SAA) responsibilities will normally transfer from the...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Engineering Support |  | ACE; airbase; distribution; munitions; SAA | 11 aviation fuel grids, munitions storage and assembly areas, facilities, entry control points, barriers, and defensive positions. • Senior Airfield Authority (SAA) responsibilities will normally transfer from the initial airbase opening force commander to the air expeditionary wing (AEW) commander. • Functional airbase opening capabilities and responsibilities will normally transfer from the initial airbase opening forces (Open the Base force module forces or Contingency Response Forces [CRF]) to the initial Establish the Base force module forces when like forces are in place. ENGINEERING SUPPORT Air Force expeditionary engineering capability consists of engineers' activities to open, establish, operate, sustain, protect, recover, and close bases. It can operate at any level of global competition, including ACE scenarios. It focuses on operating and maintaining aircraft arresting systems, airfield lighting, heavy equipment, airfield surfaces, roads, and temporary, semi-permanent, or permanent facilities, and includes the specialized capabilities of power generation and distribution systems.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 11.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00032,AFDP4_0_2026_STRUCT_014,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,14,14,11,11,"AFDP 4-0 Sustainment, printed p. 11",Chapter 2: Sustainment Operations,Engineering Support,,doctrine_text,"Teams perform horizontal (airfield construction, runway repair, asphalt paving) and vertical (temporary construction, repairing structural components) construction, provide pest management and environmental services, provide overall installation development planning, design, and contract support, to include specialized augmentation at echelons above wing level, and conduct base response and recovery, to include airfield damage repair and repairs to facilities and infrastructure systems. Airbase opening facilitates strategic and operational reach, paves the way for deployment and sustainment operations, and eases the transition between operational-level objectives and subsequent tactical-level operations. Airbase opening initiates and achieves the initial operating capability of an airbase to execute its assigned operational mission by providing functional capabilities for C2, FP, cargo and passenger handling, logistics, airfield operations, force accountability, finance and contracting, and reception and beddown of follow-on forces.",1048,262,sustainment; logistics; airbase; deployment,지속지원; 군수; 공군기지; 전개,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Teams perform horizontal (airfield construction, runway repair, asphalt paving) and vertical (temporary construction, repairing structural components) construction, provide pest management and environmental services,...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Engineering Support |  | sustainment; logistics; airbase; deployment | Teams perform horizontal (airfield construction, runway repair, asphalt paving) and vertical (temporary construction, repairing structural components) construction, provide pest management and environmental services, provide overall installation development planning, design, and contract support, to include specialized augmentation at echelons above wing level, and conduct base response and recovery, to include airfield damage repair and repairs to facilities and infrastructure systems. Airbase opening facilitates strategic and operational reach, paves the way for deployment and sustainment operations, and eases the transition between operational-level objectives and subsequent tactical-level operations. Airbase opening initiates and achieves the initial operating capability of an airbase to execute its assigned operational mission by providing functional capabilities for C2, FP, cargo and passenger handling, logistics, airfield operations, force accountability, finance and contracting, and reception and beddown of follow-on forces.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 11.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00033,AFDP4_0_2026_STRUCT_014,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,14,14,11,11,"AFDP 4-0 Sustainment, printed p. 11",Chapter 2: Sustainment Operations,Engineering Support,,doctrine_text,"Engineering forces supporting Open the Airbase MGFEs normally arrive first and assess the airbase to establish minimum airfield operating parameters, C2, and HN support capabilities. It may support any Service or nation and provides capabilities to transition responsibilities to the follow-on forces. • Prime Base Emergency Engineer Forces (BEEF) Teams can rapidly respond worldwide to provide a wide range of engineering capabilities to establish, operate, sustain, protect, recover, and repair airfields, facilities, and infrastructure systems. Engineers can conduct force beddown operations, infrastructure maintenance, airbase sustainment activities, FP, emergency services, reconstitution installation, rehabilitation of critical infrastructure of control systems, and construction of specialized structures. •• Airfield Assessment Teams perform site surveys to determine airfield suitability, clear debris, expedite airfield damage repairs, and provide material requirements and an initial assessment of required follow-on forces. Direct team support",1057,264,sustainment; airbase; maintenance,지속지원; 공군기지; 정비,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Engineering forces supporting Open the Airbase MGFEs normally arrive first and assess the airbase to establish minimum airfield operating parameters, C2, and HN support capabilities. It may support any Service or nation...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Engineering Support |  | sustainment; airbase; maintenance | Engineering forces supporting Open the Airbase MGFEs normally arrive first and assess the airbase to establish minimum airfield operating parameters, C2, and HN support capabilities. It may support any Service or nation and provides capabilities to transition responsibilities to the follow-on forces. • Prime Base Emergency Engineer Forces (BEEF) Teams can rapidly respond worldwide to provide a wide range of engineering capabilities to establish, operate, sustain, protect, recover, and repair airfields, facilities, and infrastructure systems. Engineers can conduct force beddown operations, infrastructure maintenance, airbase sustainment activities, FP, emergency services, reconstitution installation, rehabilitation of critical infrastructure of control systems, and construction of specialized structures. •• Airfield Assessment Teams perform site surveys to determine airfield suitability, clear debris, expedite airfield damage repairs, and provide material requirements and an initial assessment of required follow-on forces. Direct team support","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 11.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00034,AFDP4_0_2026_STRUCT_015,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,15,15,12,12,"AFDP 4-0 Sustainment, printed p. 12",Chapter 2: Sustainment Operations,Chapter 2: Sustainment Operations,,doctrine_text,"12 includes explosive ordnance reconnaissance, minimum airfield operating surface selection, airfield lighting and marking, arresting system installation, and utility system repairs required to sustain or recover airfield operation capabilities. •• Explosive Ordnance Disposal (EOD) Teams may augment other airbase opening forces, such as special tactics teams, CRF, and airfield assessment teams, when intelligence or threat analysis indicates unexploded explosive ordnance contamination or if improvised explosive devices are suspected. Direct support includes the destruction of stockpiled and abandoned enemy ordnance, route clearance, post-attack investigation, and counter-improvised explosive device operations. • Rapid Engineer Deployable Heavy Operational Repair Squadron Engineers (RED HORSE) Units are manned and equipped to provide highly mobile, rapidly deployable echelons to support force beddown and provide airfield and base heavy construction and repair capability, along with many specialized capabilities that allow the JFC to move and support missions as operations dictate at any level of global competition.",1130,282,JFC; ACE; airbase,합동군사령관; 기민전투운용; 공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 12 includes explosive ordnance reconnaissance, minimum airfield operating surface selection, airfield lighting and marking, arresting system installation, and utility system repairs required to sustain or recover...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Chapter 2: Sustainment Operations |  | JFC; ACE; airbase | 12 includes explosive ordnance reconnaissance, minimum airfield operating surface selection, airfield lighting and marking, arresting system installation, and utility system repairs required to sustain or recover airfield operation capabilities. •• Explosive Ordnance Disposal (EOD) Teams may augment other airbase opening forces, such as special tactics teams, CRF, and airfield assessment teams, when intelligence or threat analysis indicates unexploded explosive ordnance contamination or if improvised explosive devices are suspected. Direct support includes the destruction of stockpiled and abandoned enemy ordnance, route clearance, post-attack investigation, and counter-improvised explosive device operations. • Rapid Engineer Deployable Heavy Operational Repair Squadron Engineers (RED HORSE) Units are manned and equipped to provide highly mobile, rapidly deployable echelons to support force beddown and provide airfield and base heavy construction and repair capability, along with many specialized capabilities that allow the JFC to move and support missions as operations dictate at any level of global competition.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 12.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00035,AFDP4_0_2026_STRUCT_015,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,15,15,12,12,"AFDP 4-0 Sustainment, printed p. 12",Chapter 2: Sustainment Operations,Chapter 2: Sustainment Operations,,doctrine_text,"RED HORSE units are uniquely suited to provide theater shaping construction in any area of responsibility (AOR). RED HORSE units achieve high mobility through air and/or surface transportation. Some inherent specialized capabilities include water-well drilling, explosive demolition, quarry operations, rock crushing, concrete and asphalt batch plant operations, material testing, contingency airfield evaluations, and concrete and asphalt paving. RED HORSE provides CCDRs with a highly mobile heavy construction force capable of independent operations to meet theater construction requirements. These organizations provide self-sustaining logistical support for vehicle maintenance, secure communications, food service, supply, security, and medical support, as well as additional USAF specialties beyond engineering. This support allows the unit to operate independently for 30 days with resupply to sustain continued operations.",931,233,ACE; maintenance; medical,기민전투운용; 정비; 의무,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, RED HORSE units are uniquely suited to provide theater shaping construction in any area of responsibility (AOR). RED HORSE units achieve high mobility through air and/or surface transportation. Some inherent specialized...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Chapter 2: Sustainment Operations |  | ACE; maintenance; medical | RED HORSE units are uniquely suited to provide theater shaping construction in any area of responsibility (AOR). RED HORSE units achieve high mobility through air and/or surface transportation. Some inherent specialized capabilities include water-well drilling, explosive demolition, quarry operations, rock crushing, concrete and asphalt batch plant operations, material testing, contingency airfield evaluations, and concrete and asphalt paving. RED HORSE provides CCDRs with a highly mobile heavy construction force capable of independent operations to meet theater construction requirements. These organizations provide self-sustaining logistical support for vehicle maintenance, secure communications, food service, supply, security, and medical support, as well as additional USAF specialties beyond engineering. This support allows the unit to operate independently for 30 days with resupply to sustain continued operations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 12.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00036,AFDP4_0_2026_STRUCT_015,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,15,15,12,12,"AFDP 4-0 Sustainment, printed p. 12",Chapter 2: Sustainment Operations,Chapter 2: Sustainment Operations,,doctrine_text,"• Civil Engineer Maintenance Inspection and Repair Teams provide depot-level maintenance of major electrical power generation and distribution systems, as well as mobile and fixed aircraft arresting systems at CLs, enroute bases, or critical stateside bases.13 Team capabilities include routine calibration, emergency maintenance and repair, and major overhaul and repair of both real property and non-real property installed equipment. This team also provides technical assistance in conducting electrical system infrared surveys, troubleshooting electrical and mechanical system faults, diagnosing problems, and determining solutions. Engineering support forces complete site assessments and establish minimum cantonment functions, including FP, communications, sleeping, feeding, sanitation, and situational medical capabilities, such as public health and advanced life support.",881,220,distribution; maintenance; medical,분배; 정비; 의무,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, • Civil Engineer Maintenance Inspection and Repair Teams provide depot-level maintenance of major electrical power generation and distribution systems, as well as mobile and fixed aircraft arresting systems at CLs,...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Chapter 2: Sustainment Operations |  | distribution; maintenance; medical | • Civil Engineer Maintenance Inspection and Repair Teams provide depot-level maintenance of major electrical power generation and distribution systems, as well as mobile and fixed aircraft arresting systems at CLs, enroute bases, or critical stateside bases.13 Team capabilities include routine calibration, emergency maintenance and repair, and major overhaul and repair of both real property and non-real property installed equipment. This team also provides technical assistance in conducting electrical system infrared surveys, troubleshooting electrical and mechanical system faults, diagnosing problems, and determining solutions. Engineering support forces complete site assessments and establish minimum cantonment functions, including FP, communications, sleeping, feeding, sanitation, and situational medical capabilities, such as public health and advanced life support.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 12.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00037,AFDP4_0_2026_STRUCT_015,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,15,15,12,12,"AFDP 4-0 Sustainment, printed p. 12",Chapter 2: Sustainment Operations,Chapter 2: Sustainment Operations,,doctrine_text,"These forces provide site plans and airfield survey information for the development of the airfield suitability and restrictions report.14 13 See JP 4-04, Contingency Basing, for additional information. 14 See AFDP 3-34, Engineer Operations, for additional information.",269,67,basing,기지운용,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, These forces provide site plans and airfield survey information for the development of the airfield suitability and restrictions report.14 13 See JP 4-04, Contingency Basing, for additional information. 14 See AFDP...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Chapter 2: Sustainment Operations |  | basing | These forces provide site plans and airfield survey information for the development of the airfield suitability and restrictions report.14 13 See JP 4-04, Contingency Basing, for additional information. 14 See AFDP 3-34, Engineer Operations, for additional information.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 12.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,low,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_CHUNK_00038,AFDP4_0_2026_STRUCT_016,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,16,16,13,13,"AFDP 4-0 Sustainment, printed p. 13",Chapter 2: Sustainment Operations,Facilities And Infrastructure,,doctrine_text,"13 FACILITIES AND INFRASTRUCTURE When the USAF is designated as the lead Service and establishes a FOS or CSL, forces are presented in standard force modules tailored by the air component commander's staff during the planning process. These forces’ capabilities are designed to support most missions or weapon systems. Personnel performing operations to establish FOSs/CSLs facilitate the integration of those capabilities within the Open the Airbase and C2 force modules to provide the airfield with the earliest capability to execute its assigned mission. When establishing an airbase, planners should consider theater priorities and the limited resources available to construct and operate the infrastructure at FOSs/CSLs. Joint support agreements, status of forces agreements, or other country-to-country agreements help specify tenant and host responsibilities throughout the establishment of the airbase. When facilities to shelter personnel are limited, a key consideration is whether to erect facilities and conduct airfield operations using base expeditionary airfield resources or other contracted assets.",1115,279,airbase,공군기지,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 13 FACILITIES AND INFRASTRUCTURE When the USAF is designated as the lead Service and establishes a FOS or CSL, forces are presented in standard force modules tailored by the air component commander's staff during the...","AFDP 4-0 Sustainment | Chapter 2: Sustainment Operations | Facilities And Infrastructure |  | airbase | 13 FACILITIES AND INFRASTRUCTURE When the USAF is designated as the lead Service and establishes a FOS or CSL, forces are presented in standard force modules tailored by the air component commander's staff during the planning process. These forces’ capabilities are designed to support most missions or weapon systems. Personnel performing operations to establish FOSs/CSLs facilitate the integration of those capabilities within the Open the Airbase and C2 force modules to provide the airfield with the earliest capability to execute its assigned mission. When establishing an airbase, planners should consider theater priorities and the limited resources available to construct and operate the infrastructure at FOSs/CSLs. Joint support agreements, status of forces agreements, or other country-to-country agreements help specify tenant and host responsibilities throughout the establishment of the airbase. When facilities to shelter personnel are limited, a key consideration is whether to erect facilities and conduct airfield operations using base expeditionary airfield resources or other contracted assets.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 13.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
