chunk_id,parent_structure_id,document_id,document_title,document_short_title,source_file,publication_date,publisher,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,source_locator,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,content_function,mode_relevance,retrieval_priority,security_class,answer_limit_note,processing_status,review_required,version
AFDP3_04_2023_MAIN_TEXT_0001,AFDP3_04_2023_FRONTMATTER_COVER_TABLE_OF_CONTENTS,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,2,,,"AFDP 3-04 Countersea Operations, pdf pp. 1-2",Front Matter,Cover/Table of Contents,,main_text,DD Month 2023 AIR FORCE DOCTRINE PUBLICATION 3-04 COUNTERSEA OPERATIONS 20 September 2023 Table of Contents Chapter 1: COUNTERSEA OPERATIONS .................................................................... 1 NAVAL WARFIGHTER PERSPECTIVE ..................................................................... 2 Chapter 2: AIR FORCE MISSIONS IN COUNTERSEA OPERATIONS ........................ 7 Chapter 3: COMMAND AND ORGANIZATION ........................................................... 13 MARITIME COMMAND ORGANIZATION ................................................................. 15 COMMAND AND CONTROL OF AMPHIBIOUS OPERATIONS .............................. 17 Chapter 4: COUNTERSEA PLANNING AND EMPLOYMENT .................................... 20 COUNTERSEA OPERATIONS PLANNING CONSIDERATIONS ............................ 20 LIAISON ROLES IN COUNTERSEA OPERATIONS ................................................ 23 Appendix: INTERNATIONAL LAW ............................................................................. 25 References ................................................................................................................... 26,1165,292,countersea; maritime; amphibious; liaison; international law,대해상작전; 해양; 상륙작전; 국제법; 연락장교,"이 청크는 대해상작전, 해양, 상륙작전, 국제법 관련 교리 내용을 다루며, 핵심 원문은 'DD Month 2023 AIR FORCE DOCTRINE PUBLICATION 3-04 COUNTERSEA OPERATIONS 20 September 2023 Table of Contents Chapter 1: C...'로 시작한다.",AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime; amphibious; liaison; international law | DD Month 2023 AIR FORCE DOCTRINE PUBLICATION 3-04 COUNTERSEA OPERATIONS 20 September 2023 Table of Contents Chapter 1: COUNTERSEA OPERATIONS .................................................................... 1 NAVAL WARFIGHTER PERSPECTIVE ..................................................................... 2 Chapter 2: AIR FORCE MISSIONS IN COUNTERSEA OPERATIONS ........................ 7 Chapter 3: COMMAND AND ORGANIZATION ........................................................... 13 MARITIME COMMAND ORGANIZATION ................................................................. 15 COMMAND AND CONTROL OF AMPHIBIOUS OPERATIONS .............................. 17 Chapter 4: COUNTERSEA PLANNING AND EMPLOYMENT .................................... 20 COUNTERSEA OPERATIONS PLANNING CONSIDERATIONS ............................ 20 LIAISON ROLES IN COUNTERSEA OPERATIONS ................................................ 23 Appendix: INTERNATIONAL LAW ............................................................................. 25 References ................................................................................................................... 26,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-2: DD Month 2023 AIR FORCE DOCTRINE PUBLICATION 3-04 COUNTERSEA OPERATIONS 20 September 2023 Table of Contents Chapter 1: COUNTERSEA OPERATIONS .................................................................... 1 NAVAL WARFIGHTER PERSPECTIVE .........",front_matter;document_context,RAG_RETRIEVAL;staff_advice,low,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0031,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,COMNAVFOR: acronym or doctrinal abbreviation appearing in the source document.,78,20,COMNAVFOR,약어; 용어,COMNAVFOR 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | COMNAVFOR: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: COMNAVFOR: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0032,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,COMPONENT: acronym or doctrinal abbreviation appearing in the source document.,78,20,COMPONENT,약어; 용어,COMPONENT 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | COMPONENT: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: COMPONENT: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0033,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,CONTROL: acronym or doctrinal abbreviation appearing in the source document.,76,19,CONTROL,약어; 용어,CONTROL 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | CONTROL: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: CONTROL: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0034,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,CSG: carrier strike group.,26,7,CSG,약어; 용어,CSG 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | CSG: carrier strike group.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: CSG: carrier strike group.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0035,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,DASC: acronym or doctrinal abbreviation appearing in the source document.,73,19,DASC,약어; 용어,DASC 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | DASC: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: DASC: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0036,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,DCA: defensive counterair.,26,7,DCA,약어; 용어,DCA 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | DCA: defensive counterair.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: DCA: defensive counterair.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0037,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,DEFENSE: acronym or doctrinal abbreviation appearing in the source document.,76,19,DEFENSE,약어; 용어,DEFENSE 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | DEFENSE: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: DEFENSE: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0038,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,DOCTRINE: acronym or doctrinal abbreviation appearing in the source document.,77,20,DOCTRINE,약어; 용어,DOCTRINE 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | DOCTRINE: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: DOCTRINE: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0039,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,EMS: acronym or doctrinal abbreviation appearing in the source document.,72,18,EMS,약어; 용어,EMS 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | EMS: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: EMS: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0040,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,ESG: expeditionary strike group.,32,8,ESG,약어; 용어,ESG 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | ESG: expeditionary strike group.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: ESG: expeditionary strike group.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0041,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,FMF: acronym or doctrinal abbreviation appearing in the source document.,72,18,FMF,약어; 용어,FMF 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | FMF: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: FMF: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0042,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,FORCE: acronym or doctrinal abbreviation appearing in the source document.,74,19,FORCE,약어; 용어,FORCE 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | FORCE: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: FORCE: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0043,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,FSCC: acronym or doctrinal abbreviation appearing in the source document.,73,19,FSCC,약어; 용어,FSCC 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | FSCC: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: FSCC: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0044,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,HIDACZ: high-density airspace control zone.,43,11,HIDACZ,약어; 용어,HIDACZ 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | HIDACZ: high-density airspace control zone.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: HIDACZ: high-density airspace control zone.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0045,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,IN: acronym or doctrinal abbreviation appearing in the source document.,71,18,IN,약어; 용어,IN 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | IN: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: IN: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0046,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,"ISR: intelligence, surveillance, and reconnaissance.",52,13,ISR,약어; 용어,ISR 약어/용어 정의 청크이다.,"AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | ISR | ISR: intelligence, surveillance, and reconnaissance.","Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: ISR: intelligence, surveillance, and reconnaissance.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0047,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JACCE: acronym or doctrinal abbreviation appearing in the source document.,74,19,JACCE,약어; 용어,JACCE 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JACCE: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JACCE: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0048,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JADO: joint all-domain operations.,34,9,JADO,약어; 용어,JADO 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JADO: joint all-domain operations.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JADO: joint all-domain operations.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0049,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JEL: acronym or doctrinal abbreviation appearing in the source document.,72,18,JEL,약어; 용어,JEL 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JEL: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JEL: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0050,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JFACC: joint force air component commander.,43,11,JFACC,약어; 용어,JFACC 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | JFACC | JFACC: joint force air component commander.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JFACC: joint force air component commander.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0051,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JFC: joint force commander.,27,7,JFC,약어; 용어,JFC 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JFC: joint force commander.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JFC: joint force commander.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0052,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JFMCC: joint force maritime component commander.,48,12,JFMCC,약어; 용어,JFMCC 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | maritime; JFMCC | JFMCC: joint force maritime component commander.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JFMCC: joint force maritime component commander.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0053,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JOA: joint operations area.,27,7,JOA,약어; 용어,JOA 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JOA: joint operations area.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JOA: joint operations area.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0054,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JOINT: acronym or doctrinal abbreviation appearing in the source document.,74,19,JOINT,약어; 용어,JOINT 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JOINT: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JOINT: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
AFDP3_04_2023_GLOSSARY_TERM_0055,AFDP3_04_2023_GLOSSARY,AFDP3_04_2023,"Air Force Doctrine Publication 3-04, Countersea Operations",AFDP 3-04 Countersea Operations,3-04-AFDP-Countersea-Ops.pdf,20 September 2023,U.S. Air Force,1,29,,26,"AFDP 3-04 Countersea Operations, pdf pp. 1-29",Front Matter,Cover/Table of Contents,,glossary_term,JP: acronym or doctrinal abbreviation appearing in the source document.,71,18,JP,약어; 용어,JP 약어/용어 정의 청크이다.,AFDP 3-04 Countersea Operations | Front Matter | Cover/Table of Contents | countersea; maritime operations | JP: acronym or doctrinal abbreviation appearing in the source document.,"Air Force Doctrine Publication 3-04, Countersea Operations (20 September 2023), AFDP 3-04 Countersea Operations, pdf pp. 1-29: JP: acronym or doctrinal abbreviation appearing in the source document.",front_matter;document_context,RAG_RETRIEVAL;staff_advice,medium,public,Use for doctrine-grounded answers; cite source_locator. Do not infer beyond the cited doctrine text.,completed,NO,1.0
