rag_chunk_id,source_table,document_id,document_title,document_short_title,source_file,pdf_page_start,pdf_page_end,chunk_type,retrieval_priority,text,embedding_text,citation_text,content_function,mode_relevance,keywords_en,keywords_ko,summary_ko,security_class,processing_status,review_required,version
NWP114M_SEC_120_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,52,52,body,high,"majeure is a humanitarian concept—developed at a time when ships in distress posed little harm to the coastal State and when rescuing a distressed vessel’s crew on the high seas was problematic. With the advent of supertankers, carriage of hazardous cargo by sea, and the development of sophisticated search and rescue capabilities, modern State practice has evolved with respect to the treatment of distressed vessels requesting a place of refuge within territorial seas and internal waters. Some coastal States have denied valid force majeure claims of entry to stricken vessels posing a threat to their marine ecosystems. International Maritime Organization guidelines state that granting a vessel access to a place of refuge within a State’s territorial waters is primarily a political decision based upon a case-by-case balancing between the humanitarian needs of the stricken vessel and the risk to the environment posed by the ship’s proximity to the coast. In some circumstances, coastal States could actually increase their risk if they deny a vessel the opportunity to enter a place of refuge and make repairs or delay a decision until no options remain.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.2.2 Place of Refuge/Innocent Passage
English keywords: territorial sea; internal waters; high seas; innocent passage; maritime law enforcement; Place; Refuge; Innocent
Korean keywords: 영해; 내수; 공해; 무해통항; 해상법집행
Text: majeure is a humanitarian concept—developed at a time when ships in distress posed little harm to the coastal State and when rescuing a distressed vessel’s crew on the high seas was problematic. With the advent of supertankers, carriage of hazardous cargo by sea, and the development of sophisticated search and rescue capabilities, modern State practice has evolved with respect to the treatment of distressed vessels requesting a place of refuge within territorial seas and internal waters. Some coastal States have denied valid force majeure claims of entry to stricken vessels posing a threat to their marine ecosystems. International Maritime Organization guidelines state that granting a vessel access to a place of refuge within a State’s territorial waters is primarily a political decision based upon a case-by-case balancing between the humanitarian needs of the stricken vessel and the risk to the environment posed by the ship’s proximity to the coast. In some circumstances, coastal States could actually increase their risk if they deny a vessel the opportunity to enter a place of refuge and make repairs or delay a decision until no options remain.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.2.2 Place of Refuge/Innocent Passage, PDF p.52-52",doctrine_explanation; doctrine_reference,qa; staff_advice,territorial sea; internal waters; high seas; innocent passage; maritime law enforcement; Place; Refuge; Innocent,영해; 내수; 공해; 무해통항; 해상법집행,NWP 1-14M의 3.2.2 Place of Refuge/Innocent Passage 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_120_C003,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,52,52,body,high,"In some circumstances, coastal States could actually increase their risk if they deny a vessel the opportunity to enter a place of refuge and make repairs or delay a decision until no options remain. A vessel should only be denied entry when the coastal State can identify a practical and lower-risk alternative to granting a place of refuge. Alternatives might include continuing the voyage (independently or with assistance), directing the vessel to a specific place of refuge in another locale, or scuttling the vessel in a location where the expected consequences will be relatively low. A vessel entering foreign territorial seas, archipelagic waters, or internal waters due to distress is generally exempt from coastal State enforcement of domestic laws that were violated by that vessel’s entry. For example, the distressed vessel would not be subject to the coastal State’s customs or notice-of-entry laws if its entry was truly necessitated by distress. This exemption from coastal State law enforcement authority only applies to laws related to the vessel’s entry. It does not give the distressed vessel blanket immunity from coastal State enforcement of its other domestic laws.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.2.2 Place of Refuge/Innocent Passage
English keywords: territorial sea; internal waters; archipelagic; innocent passage; maritime law enforcement; Place; Refuge; Innocent
Korean keywords: 영해; 내수; 군도수역; 무해통항; 해상법집행
Text: In some circumstances, coastal States could actually increase their risk if they deny a vessel the opportunity to enter a place of refuge and make repairs or delay a decision until no options remain. A vessel should only be denied entry when the coastal State can identify a practical and lower-risk alternative to granting a place of refuge. Alternatives might include continuing the voyage (independently or with assistance), directing the vessel to a specific place of refuge in another locale, or scuttling the vessel in a location where the expected consequences will be relatively low. A vessel entering foreign territorial seas, archipelagic waters, or internal waters due to distress is generally exempt from coastal State enforcement of domestic laws that were violated by that vessel’s entry. For example, the distressed vessel would not be subject to the coastal State’s customs or notice-of-entry laws if its entry was truly necessitated by distress. This exemption from coastal State law enforcement authority only applies to laws related to the vessel’s entry. It does not give the distressed vessel blanket immunity from coastal State enforcement of its other domestic laws.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.2.2 Place of Refuge/Innocent Passage, PDF p.52-52",consideration; example,qa; staff_advice,territorial sea; internal waters; archipelagic; innocent passage; maritime law enforcement; Place; Refuge; Innocent,영해; 내수; 군도수역; 무해통항; 해상법집행,NWP 1-14M의 3.2.2 Place of Refuge/Innocent Passage 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_120_C004,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,52,52,body,high,"State law enforcement authority only applies to laws related to the vessel’s entry. It does not give the distressed vessel blanket immunity from coastal State enforcement of its other domestic laws. Innocent passage through territorial seas and archipelagic waters includes stopping and anchoring when incident to ordinary navigation, necessitated by force majeure, or by distress. Stopping and anchoring in such waters for the purpose of rendering assistance to others in similar danger or distress is permitted by international law.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.2.2 Place of Refuge/Innocent Passage
English keywords: territorial sea; archipelagic; innocent passage; navigation; maritime law enforcement; Place; Refuge; Innocent
Korean keywords: 영해; 군도수역; 무해통항; 항행; 해상법집행
Text: State law enforcement authority only applies to laws related to the vessel’s entry. It does not give the distressed vessel blanket immunity from coastal State enforcement of its other domestic laws. Innocent passage through territorial seas and archipelagic waters includes stopping and anchoring when incident to ordinary navigation, necessitated by force majeure, or by distress. Stopping and anchoring in such waters for the purpose of rendering assistance to others in similar danger or distress is permitted by international law.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.2.2 Place of Refuge/Innocent Passage, PDF p.52-52",doctrine_explanation; doctrine_reference,qa; staff_advice,territorial sea; archipelagic; innocent passage; navigation; maritime law enforcement; Place; Refuge; Innocent,영해; 군도수역; 무해통항; 항행; 해상법집행,NWP 1-14M의 3.2.2 Place of Refuge/Innocent Passage 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_121_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,53,53,body,high,"3.2.3 Quarantine. U.S. Navy Regulations, 1990, Article 0859, requires the commanding officer or aircraft commander of a ship or aircraft comply with quarantine regulations and restrictions. While commanding officers and aircraft commanders shall not permit inspection of their vessels or aircraft, they shall afford every other assistance to health officials, U.S. or foreign, and shall give all information required, as permitted by the requirements of military necessity and security, and not violate or infringe on sovereign immunity. This includes taking steps to comply with foreign quarantine regulations and provide assurances to foreign officials of such compliance. To avoid restrictions imposed by quarantine regulations, the commanding officer should request free pratique (clearance granted a ship to proceed into a port after compliance with health or quarantine regulations) in accordance with the sailing directions for that port. Commanding officers may refer to CNO NAVADMIN 165/21 (041827Z AUG 21) for additional information on U.S. Navy sovereign immunity policy. See COMDT COGARD ALCOAST 370/21 (061626Z OCT 21) for additional information on U.S.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.2.3 Quarantine
English keywords: sovereign immunity; maritime law enforcement; quarantine; military necessity; Quarantine
Korean keywords: 주권면제; 해상법집행; 검역; 군사적 필요성
Text: 3.2.3 Quarantine. U.S. Navy Regulations, 1990, Article 0859, requires the commanding officer or aircraft commander of a ship or aircraft comply with quarantine regulations and restrictions. While commanding officers and aircraft commanders shall not permit inspection of their vessels or aircraft, they shall afford every other assistance to health officials, U.S. or foreign, and shall give all information required, as permitted by the requirements of military necessity and security, and not violate or infringe on sovereign immunity. This includes taking steps to comply with foreign quarantine regulations and provide assurances to foreign officials of such compliance. To avoid restrictions imposed by quarantine regulations, the commanding officer should request free pratique (clearance granted a ship to proceed into a port after compliance with health or quarantine regulations) in accordance with the sailing directions for that port. Commanding officers may refer to CNO NAVADMIN 165/21 (041827Z AUG 21) for additional information on U.S. Navy sovereign immunity policy. See COMDT COGARD ALCOAST 370/21 (061626Z OCT 21) for additional information on U.S.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.2.3 Quarantine, PDF p.53-53",rule; commander_guidance; consideration,qa; staff_advice,sovereign immunity; maritime law enforcement; quarantine; military necessity; Quarantine,주권면제; 해상법집행; 검역; 군사적 필요성,NWP 1-14M의 3.2.3 Quarantine 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_121_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,53,53,body,high,"refer to CNO NAVADMIN 165/21 (041827Z AUG 21) for additional information on U.S. Navy sovereign immunity policy. See COMDT COGARD ALCOAST 370/21 (061626Z OCT 21) for additional information on U.S. Coast Guard sovereign immunity policy. See USCG COMDTINST 3128.1H. Information may be disseminated to commercial vessels by the USCG via Marine Safety Information Bulletins (https://www.dco.uscg.mil/Featured-Content/Mariners/Marine-Safety- Information-Bulletins-MSIB/). Marine Safety Information Bulletins have discussed, among other issues, reporting requirements for the master of a commercial vessel inbound to a U.S. port for illness or death, and port and facility operations. See U.S. Maritime Advisories and Alerts at https://www.maritime.dot.gov/msci-alerts.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.2.3 Quarantine
English keywords: sovereign immunity; maritime law enforcement; quarantine; Quarantine
Korean keywords: 주권면제; 해상법집행; 검역
Text: refer to CNO NAVADMIN 165/21 (041827Z AUG 21) for additional information on U.S. Navy sovereign immunity policy. See COMDT COGARD ALCOAST 370/21 (061626Z OCT 21) for additional information on U.S. Coast Guard sovereign immunity policy. See USCG COMDTINST 3128.1H. Information may be disseminated to commercial vessels by the USCG via Marine Safety Information Bulletins (https://www.dco.uscg.mil/Featured-Content/Mariners/Marine-Safety- Information-Bulletins-MSIB/). Marine Safety Information Bulletins have discussed, among other issues, reporting requirements for the master of a commercial vessel inbound to a U.S. port for illness or death, and port and facility operations. See U.S. Maritime Advisories and Alerts at https://www.maritime.dot.gov/msci-alerts.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.2.3 Quarantine, PDF p.53-53",consideration; planning_factor,qa; staff_advice,sovereign immunity; maritime law enforcement; quarantine; Quarantine,주권면제; 해상법집행; 검역,NWP 1-14M의 3.2.3 Quarantine 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_BODY_GROUP_0059_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,53,53,body,high,"3.3 ASYLUM AND TEMPORARY REFUGE. 3.3.1 Asylum. International law recognizes the right of a State to grant asylum to foreign nationals already present within or seeking admission to its territory. SECNAVINST 5710.22C, Asylum and Temporary Refuge, defines asylum as: Protection granted by the United States (U.S.) within the U.S. to a foreign national who, due to persecution or a well-founded fear of persecution on account of his or her race, religion, nationality, membership in a particular social group, or political opinion, is unable or unwilling to avail himself or herself of the protection of his or her country of nationality (or, if stateless, of last habitual residence). Military commanders do not have the authority to grant asylum. That decision is reserved to the U.S. Secretary of State.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3 ASYLUM AND TEMPORARY REFUGE; 3.3.1 Asylum
English keywords: maritime law enforcement; asylum; temporary refuge; ASYLUM; TEMPORARY; REFUGE; Asylum
Korean keywords: 해상법집행; 망명; 임시보호
Text: 3.3 ASYLUM AND TEMPORARY REFUGE. 3.3.1 Asylum. International law recognizes the right of a State to grant asylum to foreign nationals already present within or seeking admission to its territory. SECNAVINST 5710.22C, Asylum and Temporary Refuge, defines asylum as: Protection granted by the United States (U.S.) within the U.S. to a foreign national who, due to persecution or a well-founded fear of persecution on account of his or her race, religion, nationality, membership in a particular social group, or political opinion, is unable or unwilling to avail himself or herself of the protection of his or her country of nationality (or, if stateless, of last habitual residence). Military commanders do not have the authority to grant asylum. That decision is reserved to the U.S. Secretary of State.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3 ASYLUM AND TEMPORARY REFUGE; 3.3.1 Asylum, PDF p.53-53",commander_guidance; reference,qa; staff_advice,maritime law enforcement; asylum; temporary refuge; ASYLUM; TEMPORARY; REFUGE; Asylum,해상법집행; 망명; 임시보호,NWP 1-14M의 3.3 ASYLUM AND TEMPORARY REFUGE; 3.3.1 Asylum 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_124_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,53,53,body,medium,"3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the. United States and International Waters Any person requesting asylum in international waters or in territories and internal waters under the exclusive jurisdiction of the United States—including U.S. territorial sea, Commonwealth of Puerto Rico, Commonwealth of the Northern Mariana Islands, territories under U.S. administration, and U.S. possessions—will be received on board any U.S. Navy or United States Marine Corps aircraft, vessel, activity, or station. Persons seeking asylum are to be afforded every reasonable care and protection permitted by the circumstances. Under no circumstances will a person seeking asylum in U.S. territory or in international waters be surrendered to foreign jurisdiction or control, unless at the personal direction of Secretary of the Navy (SECNAV) or higher authority. With respect to the USCG, persons seeking asylum will not be received on board USCG units, except in extreme circumstances. In no case will they be received on board a USCG aircraft.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the
English keywords: territorial sea; internal waters; maritime law enforcement; asylum; Asylum; Requests; Made; Territories
Korean keywords: 영해; 내수; 해상법집행; 망명
Text: 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the. United States and International Waters Any person requesting asylum in international waters or in territories and internal waters under the exclusive jurisdiction of the United States—including U.S. territorial sea, Commonwealth of Puerto Rico, Commonwealth of the Northern Mariana Islands, territories under U.S. administration, and U.S. possessions—will be received on board any U.S. Navy or United States Marine Corps aircraft, vessel, activity, or station. Persons seeking asylum are to be afforded every reasonable care and protection permitted by the circumstances. Under no circumstances will a person seeking asylum in U.S. territory or in international waters be surrendered to foreign jurisdiction or control, unless at the personal direction of Secretary of the Navy (SECNAV) or higher authority. With respect to the USCG, persons seeking asylum will not be received on board USCG units, except in extreme circumstances. In no case will they be received on board a USCG aircraft.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the, PDF p.53-53",doctrine_explanation; doctrine_reference,qa; staff_advice,territorial sea; internal waters; maritime law enforcement; asylum; Asylum; Requests; Made; Territories,영해; 내수; 해상법집행; 망명,NWP 1-14M의 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_124_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,53,53,body,high,"authority. With respect to the USCG, persons seeking asylum will not be received on board USCG units, except in extreme circumstances. In no case will they be received on board a USCG aircraft. Once such persons are received on board a USCG unit, they will not be surrendered to foreign jurisdiction without commandant approval, unless the commanding officer/officer-in-charge determines the risk to the unit or USCG personnel has become unacceptable, or the person seeking asylum voluntarily departs the unit. See SECNAVINST 5710.22C and COMDTINST M16247.1H, U.S. Coast Guard Maritime Law Enforcement Manual (MLEM), for specific guidance.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the
English keywords: maritime law enforcement; asylum; Asylum; Requests; Made; Territories
Korean keywords: 해상법집행; 망명
Text: authority. With respect to the USCG, persons seeking asylum will not be received on board USCG units, except in extreme circumstances. In no case will they be received on board a USCG aircraft. Once such persons are received on board a USCG unit, they will not be surrendered to foreign jurisdiction without commandant approval, unless the commanding officer/officer-in-charge determines the risk to the unit or USCG personnel has become unacceptable, or the person seeking asylum voluntarily departs the unit. See SECNAVINST 5710.22C and COMDTINST M16247.1H, U.S. Coast Guard Maritime Law Enforcement Manual (MLEM), for specific guidance.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the, PDF p.53-53",commander_guidance; consideration,qa; staff_advice,maritime law enforcement; asylum; Asylum; Requests; Made; Territories,해상법집행; 망명,NWP 1-14M의 3.3.1.1 Asylum Requests Made in Territories Under the Exclusive Jurisdiction of the 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_BODY_GROUP_0060_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,54,54,body,medium,"3.3.1.2 Asylum Requests Made in Territories Under Foreign Jurisdiction. Commanders of U.S. warships, military aircraft, and military installations in territories under foreign jurisdiction—including foreign territorial seas, archipelagic waters, internal waters, ports, territories, and possessions—are not authorized to receive on board foreign nationals seeking asylum. Such persons should be referred to the U.S. embassy or nearest U.S. consulate in the country, foreign territory, or foreign possession involved, if any, for assistance in coordinating a request for asylum with the host government. If a foreign national is already on board a Navy vessel, such person will not be surrendered to foreign jurisdiction or control unless directed to by the SECNAV or higher authority. If a foreign national is already on board a USCG vessel, they will not be surrendered to foreign jurisdiction without commandant approval, unless the commanding officer/officer-in-charge determines the risk to the unit or USCG personnel has become unacceptable or the individual voluntarily departs the unit. See COMDTINST M16247.1H. If exceptional circumstances exist involving imminent danger to the life or safety of the person, temporary refuge may be granted. See 3.3.2. The final decision as to a person’s status is reserved to the Secretary of State.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.1.2 Asylum Requests Made in Territories Under Foreign Jurisdiction
English keywords: territorial sea; internal waters; archipelagic; warship; military aircraft; maritime law enforcement; asylum; temporary refuge
Korean keywords: 영해; 내수; 군도수역; 군함; 군용항공기; 해상법집행; 망명; 임시보호
Text: 3.3.1.2 Asylum Requests Made in Territories Under Foreign Jurisdiction. Commanders of U.S. warships, military aircraft, and military installations in territories under foreign jurisdiction—including foreign territorial seas, archipelagic waters, internal waters, ports, territories, and possessions—are not authorized to receive on board foreign nationals seeking asylum. Such persons should be referred to the U.S. embassy or nearest U.S. consulate in the country, foreign territory, or foreign possession involved, if any, for assistance in coordinating a request for asylum with the host government. If a foreign national is already on board a Navy vessel, such person will not be surrendered to foreign jurisdiction or control unless directed to by the SECNAV or higher authority. If a foreign national is already on board a USCG vessel, they will not be surrendered to foreign jurisdiction without commandant approval, unless the commanding officer/officer-in-charge determines the risk to the unit or USCG personnel has become unacceptable or the individual voluntarily departs the unit. See COMDTINST M16247.1H. If exceptional circumstances exist involving imminent danger to the life or safety of the person, temporary refuge may be granted. See 3.3.2. The final decision as to a person’s status is reserved to the Secretary of State.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.1.2 Asylum Requests Made in Territories Under Foreign Jurisdiction, PDF p.54-54",commander_guidance; consideration,qa; staff_advice,territorial sea; internal waters; archipelagic; warship; military aircraft; maritime law enforcement; asylum; temporary refuge,영해; 내수; 군도수역; 군함; 군용항공기; 해상법집행; 망명; 임시보호,NWP 1-14M의 3.3.1.2 Asylum Requests Made in Territories Under Foreign Jurisdiction 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_BODY_GROUP_0061_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,54,54,body,medium,"3.3.1.3 Expulsion or Surrender. Article 33 of the 1951 Convention Relating to the Status of Refugees provides that a refugee may not be expelled or returned in any manner whatsoever to the frontier or territories of a State where their life or freedom would be threatened on account of their race, religion, nationality, political opinion, or membership in a particular social group, unless they may reasonably be regarded as a danger to the security of the country of asylum or have been convicted of a serious crime and are a danger to the community of that State. This obligation applies only to persons who have entered territories under the exclusive jurisdiction of the United States. It does not apply to temporary refuge granted abroad.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.1.3 Expulsion or Surrender
English keywords: maritime law enforcement; asylum; temporary refuge; Expulsion; Surrender
Korean keywords: 해상법집행; 망명; 임시보호
Text: 3.3.1.3 Expulsion or Surrender. Article 33 of the 1951 Convention Relating to the Status of Refugees provides that a refugee may not be expelled or returned in any manner whatsoever to the frontier or territories of a State where their life or freedom would be threatened on account of their race, religion, nationality, political opinion, or membership in a particular social group, unless they may reasonably be regarded as a danger to the security of the country of asylum or have been convicted of a serious crime and are a danger to the community of that State. This obligation applies only to persons who have entered territories under the exclusive jurisdiction of the United States. It does not apply to temporary refuge granted abroad.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.1.3 Expulsion or Surrender, PDF p.54-54",rule; consideration,qa; staff_advice,maritime law enforcement; asylum; temporary refuge; Expulsion; Surrender,해상법집행; 망명; 임시보호,NWP 1-14M의 3.3.1.3 Expulsion or Surrender 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_127_C001,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,54,55,body,high,"3.3.2 Temporary Refuge/Termination or Surrender. International law and practice have long recognized the humanitarian practice of providing temporary refuge to anyone, regardless of nationality, who may be in imminent physical danger for the duration of that danger. See U.S. Navy Regulations, 1990, Article 0939; SECNAVINST 5710.22C; and COMDTINST M16247.1H. SECNAVINST 5710.22C defines temporary refuge as: Protection afforded for humanitarian reasons to a foreign national in a Department of Defense (DoD) shore installation, facility, or military vessel within the territorial jurisdiction of a foreign nation or in international waters, under conditions of urgency, in order to secure the life or safety of that person against imminent danger, such as a pursuit by a mob. It is the policy of the United States to grant temporary refuge in a foreign State to nationals of that State, or nationals of a third State, solely for humanitarian reasons when extreme or exceptional circumstances put the life or safety of a person in imminent danger, such as pursuit by a mob. Temporary refuge shall not be granted on board a USCG aircraft.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.2 Temporary Refuge/Termination or Surrender
English keywords: maritime law enforcement; temporary refuge; Temporary; Refuge; Termination; Surrender
Korean keywords: 해상법집행; 임시보호
Text: 3.3.2 Temporary Refuge/Termination or Surrender. International law and practice have long recognized the humanitarian practice of providing temporary refuge to anyone, regardless of nationality, who may be in imminent physical danger for the duration of that danger. See U.S. Navy Regulations, 1990, Article 0939; SECNAVINST 5710.22C; and COMDTINST M16247.1H. SECNAVINST 5710.22C defines temporary refuge as: Protection afforded for humanitarian reasons to a foreign national in a Department of Defense (DoD) shore installation, facility, or military vessel within the territorial jurisdiction of a foreign nation or in international waters, under conditions of urgency, in order to secure the life or safety of that person against imminent danger, such as a pursuit by a mob. It is the policy of the United States to grant temporary refuge in a foreign State to nationals of that State, or nationals of a third State, solely for humanitarian reasons when extreme or exceptional circumstances put the life or safety of a person in imminent danger, such as pursuit by a mob. Temporary refuge shall not be granted on board a USCG aircraft.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.2 Temporary Refuge/Termination or Surrender, PDF p.54-55",rule; consideration,qa; staff_advice,maritime law enforcement; temporary refuge; Temporary; Refuge; Termination; Surrender,해상법집행; 임시보호,NWP 1-14M의 3.3.2 Temporary Refuge/Termination or Surrender 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
NWP114M_SEC_127_C002,Chunk_Metadata,NWP 1-14M,The Commander’s Handbook on the Law of Naval Operations,NWP 1-14M,NWP_1-14M.pdf,54,55,body,high,"reasons when extreme or exceptional circumstances put the life or safety of a person in imminent danger, such as pursuit by a mob. Temporary refuge shall not be granted on board a USCG aircraft. The officer in command of the ship, aircraft (not USCG aircraft), station, or unit must decide which measures can prudently be taken to provide temporary refuge. When deciding which measures may be taken to provide temporary refuge, the safety of U.S. personnel and security of the unit must be taken into consideration. All requests for temporary refuge received by U.S. Navy or U.S. Marine Corps units will be reported immediately, by the most expeditious means, to the CNO or Commandant of the U.S. Marine Corps, as appropriate, in accordance with SECNAVINST 5710.22C. U.S. Coast Guard units will report requests through the chain of command for coordination with the U.S. Department of State in accordance with the MLEM. Temporary refuge should be terminated when the period of active danger ends. The decision to terminate protection will not be made by the commander. Once a U.S. Navy or U.S.","Document: NWP 1-14M - The Commander’s Handbook on the Law of Naval Operations
Chapter: Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement
Section: 3.3.2 Temporary Refuge/Termination or Surrender
English keywords: maritime law enforcement; temporary refuge; Temporary; Refuge; Termination; Surrender
Korean keywords: 해상법집행; 임시보호
Text: reasons when extreme or exceptional circumstances put the life or safety of a person in imminent danger, such as pursuit by a mob. Temporary refuge shall not be granted on board a USCG aircraft. The officer in command of the ship, aircraft (not USCG aircraft), station, or unit must decide which measures can prudently be taken to provide temporary refuge. When deciding which measures may be taken to provide temporary refuge, the safety of U.S. personnel and security of the unit must be taken into consideration. All requests for temporary refuge received by U.S. Navy or U.S. Marine Corps units will be reported immediately, by the most expeditious means, to the CNO or Commandant of the U.S. Marine Corps, as appropriate, in accordance with SECNAVINST 5710.22C. U.S. Coast Guard units will report requests through the chain of command for coordination with the U.S. Department of State in accordance with the MLEM. Temporary refuge should be terminated when the period of active danger ends. The decision to terminate protection will not be made by the commander. Once a U.S. Navy or U.S.","NWP 1-14M, Chapter 3—Protection of Persons and Property at Sea and Maritime Law Enforcement, 3.3.2 Temporary Refuge/Termination or Surrender, PDF p.54-55",rule; commander_guidance; consideration,qa; staff_advice,maritime law enforcement; temporary refuge; Temporary; Refuge; Termination; Surrender,해상법집행; 임시보호,NWP 1-14M의 3.3.2 Temporary Refuge/Termination or Surrender 관련 법적 원칙과 운용상 고려사항을 설명하는 원문 chunk.,public,ok,NO,v2
