rag_chunk_id,source_table,document_id,document_title,document_short_title,source_file,pdf_page_start,pdf_page_end,chunk_type,retrieval_priority,text,embedding_text,citation_text,content_function,mode_relevance,keywords_en,keywords_ko,summary_ko,security_class,processing_status,review_required,version
MSRG_SEC_023_C012,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,23,28,body,medium,"provide the assistance needed, subject t o existing capabilities and other assigned tasks. o Support may be exercised in both the administrative and operational branches of the chain of command. o When a supporting commander cannot fulfill the needs of the supported commander, either the supported commander or a supporting commander notifies the establishing authority. The establishing authority is responsible for determining a solution. o When establishing supported/supporting relationships, the commander should issue an establishing directive, which is an order issued by the common commander t o specify the purpose of the support relationship. It should specify the purpose of the support command relationship, the effect desired, the scope of action t o be taken, and any shifts in the support relationship. Other Authorities: • Administrative Control (ADCON) – Direction or exercise of authority over subordinate or other organizations with respect t","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 9. Principles of Joint Operations
Section: OPERATIONAL COMMAND AND CONTROL
English keywords: command and control; OPERATIONAL; COMMAND; AND; CONTROL
Korean keywords: 지휘통제
Text: provide the assistance needed, subject t o existing capabilities and other assigned tasks. o Support may be exercised in both the administrative and operational branches of the chain of command. o When a supporting commander cannot fulfill the needs of the supported commander, either the supported commander or a supporting commander notifies the establishing authority. The establishing authority is responsible for determining a solution. o When establishing supported/supporting relationships, the commander should issue an establishing directive, which is an order issued by the common commander t o specify the purpose of the support relationship. It should specify the purpose of the support command relationship, the effect desired, the scope of action t o be taken, and any shifts in the support relationship. Other Authorities: • Administrative Control (ADCON) – Direction or exercise of authority over subordinate or other organizations with respect t","MSRG DEC 2025, 9. Principles of Joint Operations, OPERATIONAL COMMAND AND CONTROL, PDF p.23-28",commander_decision_support; rag_retrieval,qa; staff_advice,command and control; OPERATIONAL; COMMAND; AND; CONTROL,지휘통제,MSRG의 OPERATIONAL COMMAND AND CONTROL 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_023_C013,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,23,28,body,medium,"o be taken, and any shifts in the support relationship. Other Authorities: • Administrative Control (ADCON) – Direction or exercise of authority over subordinate or other organizations with respect t o administration and support, including organization of Service forces, control of resources and equipment, personnel management, logistics, individual and unit training, readiness, mobilization, demobilization, discipline, and other matters not included in the operational missions of the subordinate or other organizations. • Coordinating Authority – A commander or individual wh o has the authority t o require consultation between the specific functions or activities involving forces of tw o or more Services, joint force components, or forces of the same Service or agencies, but does not have the authority t o compel agreement. • Direct liaison authorized (DIRLAUTH) – That authority granted by a commander (any level) t o a subordinate t o directly consult or coordinate an action with a command or agency within or outside of the granting command. Types of Support General Support: Support given t o the supported force as a whole and not t o any particular subdivision thereof. Mutual","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 9. Principles of Joint Operations
Section: OPERATIONAL COMMAND AND CONTROL
English keywords: command and control; OPERATIONAL; COMMAND; AND; CONTROL
Korean keywords: 지휘통제
Text: o be taken, and any shifts in the support relationship. Other Authorities: • Administrative Control (ADCON) – Direction or exercise of authority over subordinate or other organizations with respect t o administration and support, including organization of Service forces, control of resources and equipment, personnel management, logistics, individual and unit training, readiness, mobilization, demobilization, discipline, and other matters not included in the operational missions of the subordinate or other organizations. • Coordinating Authority – A commander or individual wh o has the authority t o require consultation between the specific functions or activities involving forces of tw o or more Services, joint force components, or forces of the same Service or agencies, but does not have the authority t o compel agreement. • Direct liaison authorized (DIRLAUTH) – That authority granted by a commander (any level) t o a subordinate t o directly consult or coordinate an action with a command or agency within or outside of the granting command. Types of Support General Support: Support given t o the supported force as a whole and not t o any particular subdivision thereof. Mutual","MSRG DEC 2025, 9. Principles of Joint Operations, OPERATIONAL COMMAND AND CONTROL, PDF p.23-28",commander_decision_support; rag_retrieval,qa; staff_advice,command and control; OPERATIONAL; COMMAND; AND; CONTROL,지휘통제,MSRG의 OPERATIONAL COMMAND AND CONTROL 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_023_C014,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,23,28,body,medium,"command or agency within or outside of the granting command. Types of Support General Support: Support given t o the supported force as a whole and not t o any particular subdivision thereof. Mutual Support: That support which units render each other against an enemy, because of their assigned tasks, their position relative t o each other and t o the enemy, and their inherent capabilities. Direct Support: A mission requiring a force t o support another specific force and authorizing it t o answer directly t o the supported force’s request for assistance. Close Support: The action of the supporting force against targets or objectives that are sufficiently near the supported force as t o require detailed integration or coordination of the supporting action.","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 9. Principles of Joint Operations
Section: OPERATIONAL COMMAND AND CONTROL
English keywords: command and control; OPERATIONAL; COMMAND; AND; CONTROL
Korean keywords: 지휘통제
Text: command or agency within or outside of the granting command. Types of Support General Support: Support given t o the supported force as a whole and not t o any particular subdivision thereof. Mutual Support: That support which units render each other against an enemy, because of their assigned tasks, their position relative t o each other and t o the enemy, and their inherent capabilities. Direct Support: A mission requiring a force t o support another specific force and authorizing it t o answer directly t o the supported force’s request for assistance. Close Support: The action of the supporting force against targets or objectives that are sufficiently near the supported force as t o require detailed integration or coordination of the supporting action.","MSRG DEC 2025, 9. Principles of Joint Operations, OPERATIONAL COMMAND AND CONTROL, PDF p.23-28",commander_decision_support; rag_retrieval,qa; staff_advice,command and control; OPERATIONAL; COMMAND; AND; CONTROL,지휘통제,MSRG의 OPERATIONAL COMMAND AND CONTROL 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_024_C001,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,30,31,body,medium,"OPERATIONAL INTELLIGENCE. • Designed t o meet the Commander’s operational and strategic objectives. • Multiple sources (e.g., HUMINT, SIGINT, OSINT, GEOINT, MASINT, TECHINT) are used t o collect data/inf o in order t o analyze and produce Intelligence. • Joint Intelligence Preparation of the Operational Environment (JIPOE)/Intelligence Preparation of the Operational Environment (IPOE): Doctrinally not a step in the NPP, but feeds initial NPP steps and supports throughout the process o JIPOE is conducted by the JFC (e.g., CJTF) and used t o develop the Intel estimate and OPORD Annex B; IPOE is conducted by the components (e.g., C/JFMCC) and used t o develop their products and provide support t o component-level planning o JIPOE/IPOE is a continuous process designed t o support the Commander’s decision making • Provides Commander and staff with understanding of the OE and the adversary relative t o the mission • JIPOE/IPOE products support the NPP and must be front-loaded int o the planning process • Intel and ISR must be integrated with other operational functions o Four steps of IPOE (NWP 2-0 CH. 4): • Define the Maritime Operational Environment","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL INTELLIGENCE
English keywords: intelligence; planning; NPP; OPORD; OPERATIONAL; INTELLIGENCE
Korean keywords: 정보; 계획; 해군계획수립절차; 작전명령
Text: OPERATIONAL INTELLIGENCE. • Designed t o meet the Commander’s operational and strategic objectives. • Multiple sources (e.g., HUMINT, SIGINT, OSINT, GEOINT, MASINT, TECHINT) are used t o collect data/inf o in order t o analyze and produce Intelligence. • Joint Intelligence Preparation of the Operational Environment (JIPOE)/Intelligence Preparation of the Operational Environment (IPOE): Doctrinally not a step in the NPP, but feeds initial NPP steps and supports throughout the process o JIPOE is conducted by the JFC (e.g., CJTF) and used t o develop the Intel estimate and OPORD Annex B; IPOE is conducted by the components (e.g., C/JFMCC) and used t o develop their products and provide support t o component-level planning o JIPOE/IPOE is a continuous process designed t o support the Commander’s decision making • Provides Commander and staff with understanding of the OE and the adversary relative t o the mission • JIPOE/IPOE products support the NPP and must be front-loaded int o the planning process • Intel and ISR must be integrated with other operational functions o Four steps of IPOE (NWP 2-0 CH. 4): • Define the Maritime Operational Environment","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL INTELLIGENCE, PDF p.30-31",process_guidance; commander_decision_support,qa; staff_advice,intelligence; planning; NPP; OPORD; OPERATIONAL; INTELLIGENCE,정보; 계획; 해군계획수립절차; 작전명령,MSRG의 OPERATIONAL INTELLIGENCE 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_024_C002,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,30,31,body,high,"must be front-loaded int o the planning process • Intel and ISR must be integrated with other operational functions o Four steps of IPOE (NWP 2-0 CH. 4): • Define the Maritime Operational Environment o Identify the naval force’s Operations Area o Analyze the mission and commander’s intent o Determine the significant characteristics of the maritime operational environment o Establish the limits of the naval force’s Area of Interest (AOI) o Determine the level of detail required in the time available o Determine intel and information gaps o Collect material and submit RFIs • Describe the impact of the Maritime Operational Environment o Develop a geospatial perspective of the maritime operational environment o Leverage intelligence disciplines o Evaluate the impact of the maritime domain o Develop a systems perspective of the maritime operational environment • Describe the impact of the Maritime Operational Environment on adversary and friendly capabilities and broad Courses of Action, evaluate the enemy (factor force) o Update or create adversary models o Identify of High-Value Targets o Determine the current adversary situation o Identify adversary capabilities and vulnerabilities","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL INTELLIGENCE
English keywords: intelligence; planning; commander’s intent; OPERATIONAL; INTELLIGENCE
Korean keywords: 정보; 계획; 지휘관 의도
Text: must be front-loaded int o the planning process • Intel and ISR must be integrated with other operational functions o Four steps of IPOE (NWP 2-0 CH. 4): • Define the Maritime Operational Environment o Identify the naval force’s Operations Area o Analyze the mission and commander’s intent o Determine the significant characteristics of the maritime operational environment o Establish the limits of the naval force’s Area of Interest (AOI) o Determine the level of detail required in the time available o Determine intel and information gaps o Collect material and submit RFIs • Describe the impact of the Maritime Operational Environment o Develop a geospatial perspective of the maritime operational environment o Leverage intelligence disciplines o Evaluate the impact of the maritime domain o Develop a systems perspective of the maritime operational environment • Describe the impact of the Maritime Operational Environment on adversary and friendly capabilities and broad Courses of Action, evaluate the enemy (factor force) o Update or create adversary models o Identify of High-Value Targets o Determine the current adversary situation o Identify adversary capabilities and vulnerabilities","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL INTELLIGENCE, PDF p.30-31",process_guidance; commander_decision_support,qa; staff_advice,intelligence; planning; commander’s intent; OPERATIONAL; INTELLIGENCE,정보; 계획; 지휘관 의도,MSRG의 OPERATIONAL INTELLIGENCE 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_024_C003,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,30,31,body,high,the enemy (factor force) o Update or create adversary models o Identify of High-Value Targets o Determine the current adversary situation o Identify adversary capabilities and vulnerabilities • Identify Enemy Centers of Gravity and Decisive Points & Determine Enemy Courses of Action o Identify the enemy’s likely objectives and desired end state o Identify the full set of Enemy Courses of Action o Evaluate and prioritize each Course of Action o Develop each Course of Action in the amount of detail time allows o Identify initial collection requirements,"Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL INTELLIGENCE
English keywords: intelligence; course of action; OPERATIONAL; INTELLIGENCE
Korean keywords: 정보; 방책
Text: the enemy (factor force) o Update or create adversary models o Identify of High-Value Targets o Determine the current adversary situation o Identify adversary capabilities and vulnerabilities • Identify Enemy Centers of Gravity and Decisive Points & Determine Enemy Courses of Action o Identify the enemy’s likely objectives and desired end state o Identify the full set of Enemy Courses of Action o Evaluate and prioritize each Course of Action o Develop each Course of Action in the amount of detail time allows o Identify initial collection requirements","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL INTELLIGENCE, PDF p.30-31",process_guidance; rag_retrieval,qa; staff_advice,intelligence; course of action; OPERATIONAL; INTELLIGENCE,정보; 방책,MSRG의 OPERATIONAL INTELLIGENCE 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_BODY_GROUP_0010_C001,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,31,31,body,medium,"OPERATIONAL FIRES. • Fires are defined as the use of weapon systems or other actions to create specific lethal or nonlethal effects on a target. • Planned/executed at the operational level of command. • Types: lethal and nonlethal. • Shape the battlespace in support of the operational objectives. • Conducting targeting is one of the many Fires tasks / processes • Operational fires: o Facilitate maneuver of friendly forces o Disrupt maneuver of enemy forces o Isolate the AO of a major operation or campaign o Neutralize the enemy’s operational reserve o Neutralize enemy critical functions and facilities o Deceive the enemy as to the main effort OPERATIONAL MOVEMENT AND MANEUVER. • This function encompasses the disposition of joint forces to conduct operations by securing positional or informational advantages across the competition continuum and exploiting tactical success to achieve operational and strategic objectives. • Movement is deployment of forces or capabilities into an operating area and relocating them within an operating area without expectation of contact with the enemy. • Maneuver is employment of forces for offensive or defensive purposes while in, or expecting, contact with the enemy. It also includes assuring the mobility of friendly forces. • Through maneuver, the operational Commander has the ability to develop the environment in the AO and determine the course or conditions for future success.","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL FIRES; OPERATIONAL MOVEMENT AND MANEUVER
English keywords: operational level; fires; movement and maneuver; OPERATIONAL; FIRES; MOVEMENT; AND; MANEUVER
Korean keywords: 작전수준; 화력; 이동 및 기동
Text: OPERATIONAL FIRES. • Fires are defined as the use of weapon systems or other actions to create specific lethal or nonlethal effects on a target. • Planned/executed at the operational level of command. • Types: lethal and nonlethal. • Shape the battlespace in support of the operational objectives. • Conducting targeting is one of the many Fires tasks / processes • Operational fires: o Facilitate maneuver of friendly forces o Disrupt maneuver of enemy forces o Isolate the AO of a major operation or campaign o Neutralize the enemy’s operational reserve o Neutralize enemy critical functions and facilities o Deceive the enemy as to the main effort OPERATIONAL MOVEMENT AND MANEUVER. • This function encompasses the disposition of joint forces to conduct operations by securing positional or informational advantages across the competition continuum and exploiting tactical success to achieve operational and strategic objectives. • Movement is deployment of forces or capabilities into an operating area and relocating them within an operating area without expectation of contact with the enemy. • Maneuver is employment of forces for offensive or defensive purposes while in, or expecting, contact with the enemy. It also includes assuring the mobility of friendly forces. • Through maneuver, the operational Commander has the ability to develop the environment in the AO and determine the course or conditions for future success.","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL FIRES; OPERATIONAL MOVEMENT AND MANEUVER, PDF p.31-31",process_guidance; commander_decision_support,qa; staff_advice,operational level; fires; movement and maneuver; OPERATIONAL; FIRES; MOVEMENT; AND; MANEUVER,작전수준; 화력; 이동 및 기동,MSRG의 OPERATIONAL FIRES; OPERATIONAL MOVEMENT AND MANEUVER 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,YES,v1
MSRG_SEC_027_C001,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,32,32,body,medium,"OPERATIONAL PROTECTION. • Protection includes all efforts t o secure and defend the effectiveness and survivability of mission-related military and nonmilitary personnel, equipment, facilities, information, and infrastructure deployed or located within or outside the boundaries of a given operational area t o maintain mission effectiveness. • Four primary methods: o Active defensive measures protect the joint force from attack o Passive defensive measures make friendly forces difficult t o target o Apply technology/procedures t o reduce fratricide o Reduce loss of personnel/capabilities t o accidents and health threats • The concept of protection describes how the commander envisions protection supporting the concept of operations. It includes the priorities of protection by mission area (e.g., air and missile defense, surface defense, sub defense, etc.) and addresses the scheme of operational area security, including security for bases, and critical infrastructure. • Protection Planners o Determine the essential operational protection task(s), protection capability shortfalls, and priorities for employment of protection capabilities for each phase.","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL PROTECTION
English keywords: protection; OPERATIONAL; PROTECTION
Korean keywords: 방호
Text: OPERATIONAL PROTECTION. • Protection includes all efforts t o secure and defend the effectiveness and survivability of mission-related military and nonmilitary personnel, equipment, facilities, information, and infrastructure deployed or located within or outside the boundaries of a given operational area t o maintain mission effectiveness. • Four primary methods: o Active defensive measures protect the joint force from attack o Passive defensive measures make friendly forces difficult t o target o Apply technology/procedures t o reduce fratricide o Reduce loss of personnel/capabilities t o accidents and health threats • The concept of protection describes how the commander envisions protection supporting the concept of operations. It includes the priorities of protection by mission area (e.g., air and missile defense, surface defense, sub defense, etc.) and addresses the scheme of operational area security, including security for bases, and critical infrastructure. • Protection Planners o Determine the essential operational protection task(s), protection capability shortfalls, and priorities for employment of protection capabilities for each phase.","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL PROTECTION, PDF p.32-32",commander_decision_support; rag_retrieval,qa; staff_advice,protection; OPERATIONAL; PROTECTION,방호,MSRG의 OPERATIONAL PROTECTION 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_027_C002,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,32,32,body,high,"• Protection Planners o Determine the essential operational protection task(s), protection capability shortfalls, and priorities for employment of protection capabilities for each phase. o Develop the proposed “critical asset list” for each phase. o Observe task force representatives as they describe their force composition and assigned tasks. o Ensure critical assets have protection. o Discuss all remaining protection shortfalls (forces or authorities) with war game participants t o determine risk mitigation. • The protection working group meets as required t o review and discuss operational protection issues: o Critical infrastructure protection (CIP); o AT/FP; o Mine warfare (MIW); o Antisubmarine warfare o Surface warfare o Integrated air and missile defense; o Chemical, biological, radiological, nuclear, and high-yield explosives","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: OPERATIONAL PROTECTION
English keywords: protection; risk; OPERATIONAL; PROTECTION
Korean keywords: 방호; 위험
Text: • Protection Planners o Determine the essential operational protection task(s), protection capability shortfalls, and priorities for employment of protection capabilities for each phase. o Develop the proposed “critical asset list” for each phase. o Observe task force representatives as they describe their force composition and assigned tasks. o Ensure critical assets have protection. o Discuss all remaining protection shortfalls (forces or authorities) with war game participants t o determine risk mitigation. • The protection working group meets as required t o review and discuss operational protection issues: o Critical infrastructure protection (CIP); o AT/FP; o Mine warfare (MIW); o Antisubmarine warfare o Surface warfare o Integrated air and missile defense; o Chemical, biological, radiological, nuclear, and high-yield explosives","MSRG DEC 2025, 10. Joint / Operational Functions, OPERATIONAL PROTECTION, PDF p.32-32",assessment_risk; rag_retrieval,qa; staff_advice,protection; risk; OPERATIONAL; PROTECTION,방호; 위험,MSRG의 OPERATIONAL PROTECTION 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_BODY_GROUP_0011_C001,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,32,33,body,high,"(CBRNE).. o Protection of Civilians o Force Health Protection o Composition includes representatives from COPS, the maritime intelligence operations center, the logistics readiness center, the maritime planning group, staff judge advocate, information operations cell, counterintelligence cell, surgeon, AT/FP officer and subject matter experts (mine warfare, antisubmarine warfare, surface warfare, IAMD, CBRNE.) o Protection Working Group outputs include protection staff estimates, force protection plans, protection matrices to assist the staff with risk and threat management, and nominations for the critical asset list. OPERATIONAL SUSTAINMENT. • Sustainment is the provision of logistics and personnel services required to maintain and prolong operations until successful mission accomplishment. • Logistics is the planning and execution of the movement and support of forces. • The seven principles of logistics are: Responsiveness, Simplicity, Flexibility, Economy, Attainability, Sustainability, and Survivability. • The Logistics Readiness Center (LRC) determines the forces requirements, identifies sources of supply and manages the short falls; for numbered fleets, the senior logistician is typically both the assistant chief of staff for logistics and the LRC Director. • Logistics determine operational reach, which can be extended to forward areas by: o Establishing new bases in forward areas o Deploying friendly forces into forward areas o Improvements in the transportation network • Military classes of supply: o Class I—Subsistence (food), health, and comfort items o Class II—Clothing, tentage, tools o Class III—Petroleum, oil, lubricants (POL) o Class IV—Construction and barrier materials o Class V—Ammunition o Class VI—Personal demand items (hygiene products, snacks, alcohol) o Class VII—Major end items (launchers, tanks, vehicles) o Class VIII—Medical materials o Class IX—Repair parts o Class X—Non-standard material for nonmilitary programs (agriculture/economic development)","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 10. Joint / Operational Functions
Section: (CBRNE).; OPERATIONAL SUSTAINMENT
English keywords: staff estimate; intelligence; protection; sustainment; risk; planning; CBRNE; OPERATIONAL; SUSTAINMENT
Korean keywords: 참모판단; 정보; 방호; 지속지원; 위험; 계획
Text: (CBRNE).. o Protection of Civilians o Force Health Protection o Composition includes representatives from COPS, the maritime intelligence operations center, the logistics readiness center, the maritime planning group, staff judge advocate, information operations cell, counterintelligence cell, surgeon, AT/FP officer and subject matter experts (mine warfare, antisubmarine warfare, surface warfare, IAMD, CBRNE.) o Protection Working Group outputs include protection staff estimates, force protection plans, protection matrices to assist the staff with risk and threat management, and nominations for the critical asset list. OPERATIONAL SUSTAINMENT. • Sustainment is the provision of logistics and personnel services required to maintain and prolong operations until successful mission accomplishment. • Logistics is the planning and execution of the movement and support of forces. • The seven principles of logistics are: Responsiveness, Simplicity, Flexibility, Economy, Attainability, Sustainability, and Survivability. • The Logistics Readiness Center (LRC) determines the forces requirements, identifies sources of supply and manages the short falls; for numbered fleets, the senior logistician is typically both the assistant chief of staff for logistics and the LRC Director. • Logistics determine operational reach, which can be extended to forward areas by: o Establishing new bases in forward areas o Deploying friendly forces into forward areas o Improvements in the transportation network • Military classes of supply: o Class I—Subsistence (food), health, and comfort items o Class II—Clothing, tentage, tools o Class III—Petroleum, oil, lubricants (POL) o Class IV—Construction and barrier materials o Class V—Ammunition o Class VI—Personal demand items (hygiene products, snacks, alcohol) o Class VII—Major end items (launchers, tanks, vehicles) o Class VIII—Medical materials o Class IX—Repair parts o Class X—Non-standard material for nonmilitary programs (agriculture/economic development)","MSRG DEC 2025, 10. Joint / Operational Functions, (CBRNE).; OPERATIONAL SUSTAINMENT, PDF p.32-33",process_guidance; assessment_risk,qa; staff_advice,staff estimate; intelligence; protection; sustainment; risk; planning; CBRNE; OPERATIONAL; SUSTAINMENT,참모판단; 정보; 방호; 지속지원; 위험; 계획,MSRG의 (CBRNE).; OPERATIONAL SUSTAINMENT 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,YES,v1
MSRG_SEC_030_C001,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,34,35,body,high,"1 1. Center of Gravity (COG) Analysis. Identify the Objective: An objective is a clearly defined and achievable aim toward which an operation is directed. • There are four primary considerations for an objective. o An objective establishes a single desired result (a goal). o An objective should link directly or indirectly t o higher-level objectives or t o the end state. o An objective is specific and unambiguous. o An objective does not infer ways and/or means; it is not written as a task. Identify Critical Strengths and Weaknesses • Critical strengths and weaknesses are those attributes considered crucial for the accomplishment of the objective. • These strengths and weaknesses (that describe the environment in relationship t o the objective) should be identified and classified as either sufficient (critical strength) or insufficient (critical weakness). • Critical strengths and critical weaknesses can be military or nonmilitary, and quantifiable (tangible) or unquantifiable (intangible). • Each objective has critical strengths and weaknesses that are unique t o that objective: o Critical Strengths: A military or nonmilitary capability considered essential t","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 11. Center of Gravity (COG) Analysis
Section: 11. Center of Gravity (COG) Analysis
English keywords: center of gravity; Center; Gravity; COG; Analysis
Korean keywords: 중심
Text: 1 1. Center of Gravity (COG) Analysis. Identify the Objective: An objective is a clearly defined and achievable aim toward which an operation is directed. • There are four primary considerations for an objective. o An objective establishes a single desired result (a goal). o An objective should link directly or indirectly t o higher-level objectives or t o the end state. o An objective is specific and unambiguous. o An objective does not infer ways and/or means; it is not written as a task. Identify Critical Strengths and Weaknesses • Critical strengths and weaknesses are those attributes considered crucial for the accomplishment of the objective. • These strengths and weaknesses (that describe the environment in relationship t o the objective) should be identified and classified as either sufficient (critical strength) or insufficient (critical weakness). • Critical strengths and critical weaknesses can be military or nonmilitary, and quantifiable (tangible) or unquantifiable (intangible). • Each objective has critical strengths and weaknesses that are unique t o that objective: o Critical Strengths: A military or nonmilitary capability considered essential t","MSRG DEC 2025, 11. Center of Gravity (COG) Analysis, 11. Center of Gravity (COG) Analysis, PDF p.34-35",staff_reference; rag_retrieval,qa; staff_advice,center of gravity; Center; Gravity; COG; Analysis,중심,MSRG의 11. Center of Gravity (COG) Analysis 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
MSRG_SEC_030_C002,chunk_metadata,MSRG DEC 2025,Maritime Staff Reference Guide,MSRG,Maritime-Staff-Reference-Guide_Electronic_Dec-2025_Final.pdf,34,35,body,high,"(intangible). • Each objective has critical strengths and weaknesses that are unique t o that objective: o Critical Strengths: A military or nonmilitary capability considered essential t o accomplish one’s or the adversary’s military objective(s) [and, in terms of quantity and quality, is sufficient and adequate t o perform their intended functions]. The most important, or the one determined necessary t o accomplish the OBJ among the critical strengths is the COG. o Critical Weaknesses: A military or nonmilitary capability considered essential t o the accomplishment of one’s or the enemy’s military Objectives but, in terms of quantity, quality, or both, are insufficient or inadequate t o perform their intended functions. • The more discrete that planners are in the determination of critical strengths and weaknesses, the more focused are the COGs. • Operational level COG’s will typically be a physical force. Identify the Center of Gravity (COG): The source of power or strength that enables a military force t o achieve its objective.","Document: MSRG DEC 2025 - Maritime Staff Reference Guide
Chapter: 11. Center of Gravity (COG) Analysis
Section: 11. Center of Gravity (COG) Analysis
English keywords: operational level; center of gravity; Center; Gravity; COG; Analysis
Korean keywords: 작전수준; 중심
Text: (intangible). • Each objective has critical strengths and weaknesses that are unique t o that objective: o Critical Strengths: A military or nonmilitary capability considered essential t o accomplish one’s or the adversary’s military objective(s) [and, in terms of quantity and quality, is sufficient and adequate t o perform their intended functions]. The most important, or the one determined necessary t o accomplish the OBJ among the critical strengths is the COG. o Critical Weaknesses: A military or nonmilitary capability considered essential t o the accomplishment of one’s or the enemy’s military Objectives but, in terms of quantity, quality, or both, are insufficient or inadequate t o perform their intended functions. • The more discrete that planners are in the determination of critical strengths and weaknesses, the more focused are the COGs. • Operational level COG’s will typically be a physical force. Identify the Center of Gravity (COG): The source of power or strength that enables a military force t o achieve its objective.","MSRG DEC 2025, 11. Center of Gravity (COG) Analysis, 11. Center of Gravity (COG) Analysis, PDF p.34-35",staff_reference; rag_retrieval,qa; staff_advice,operational level; center of gravity; Center; Gravity; COG; Analysis,작전수준; 중심,MSRG의 11. Center of Gravity (COG) Analysis 관련 참모운용·작전계획 절차와 고려사항을 설명하는 원문 chunk.,public,ok,NO,v1
