chunk_id,parent_structure_id,document_id,document_title,document_short_title,publication_date,publisher,source_file,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,content_function,mode_relevance,retrieval_priority,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,security_class,answer_limit_note,source_locator,language,processing_status,review_required,version,created_date,updated_date
FM6_0_2022_BODY_0010,FM6_0_2022_STRUCT_0014,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,3,3,d,d,Chapter 5,KNOWLEDGE MANAGEMENT AND INFORMATION MANAGEMENT ................. 5-1,,main_text,Knowledge and Understanding .................................................................................5-1,112,28,doctrinal_explanation;operational_context,qa;staff_advice,low,knowledge; understanding,,Chapter 5 / KNOWLEDGE MANAGEMENT AND INFORMATION MANAGEMENT ................. 5-1 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 5
Section: KNOWLEDGE MANAGEMENT AND INFORMATION MANAGEMENT ................. 5-1
Subsection: 
Type: main_text
Keywords: knowledge, understanding
Text: Knowledge and Understanding .................................................................................5-1","FM 6-0 (16 May 2022), FM 6-0, d: Knowledge and Understanding .................................................................................5-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, d",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0011,FM6_0_2022_STRUCT_1558,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Chapter 5,0D\,,main_text,Knowledge Management .......................................................................................... 5-2 Information Management .......................................................................................... 5-7 Knowledge and Information Management in Practice ............................................ 5-10 Conclusion .............................................................................................................. 5-11,459,115,doctrinal_explanation;operational_context,qa;staff_advice,low,knowledge management; information management,지식관리; 정보관리,Chapter 5 / 0D\ 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 5
Section: 0D\
Subsection: 
Type: main_text
Keywords: knowledge management, information management
Text: Knowledge Management .......................................................................................... 5-2 Information Management .......................................................................................... 5-7 Knowledge and Information Management in Practice ............................................ 5-10 Conclusion .............................................................................................................. 5-11","FM 6-0 (16 May 2022), FM 6-0, D: Knowledge Management .......................................................................................... 5-2 Information Management .......................................................................................... 5-7 Knowledge and Information Management in Practice ............................................ 5-10 Conclusion ..........................................................................................................",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0012,FM6_0_2022_STRUCT_0017,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Chapter 6,NETWORKS AND COMMAND POST COMMUNICATIONS .................................. 6-1,,main_text,Communications ....................................................................................................... 6-1 Common Operational Picture.................................................................................... 6-7 Communications Planning Considerations ............................................................... 6-8 Conclusion .............................................................................................................. 6-11,471,118,doctrinal_explanation;operational_context,qa;staff_advice,low,communications; common operational picture,통신; 공통작전상황도,Chapter 6 / NETWORKS AND COMMAND POST COMMUNICATIONS .................................. 6-1 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 6
Section: NETWORKS AND COMMAND POST COMMUNICATIONS .................................. 6-1
Subsection: 
Type: main_text
Keywords: communications, common operational picture
Text: Communications ....................................................................................................... 6-1 Common Operational Picture.................................................................................... 6-7 Communications Planning Considerations ............................................................... 6-8 Conclusion .............................................................................................................. 6-11","FM 6-0 (16 May 2022), FM 6-0, D: Communications ....................................................................................................... 6-1 Common Operational Picture.................................................................................... 6-7 Communications Planning Considerations ............................................................... 6-8 Conclusion ..............................................................................................",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0013,FM6_0_2022_STRUCT_0930,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Chapter 7,,,main_text,COMMAND POSTS .................................................................................................. 7-1 Definition and Functions ........................................................................................... 7-1 Types of Command Posts......................................................................................... 7-4 Organization and Employment Considerations ........................................................ 7-8 Multinational Considerations................................................................................... 7-11 Conclusion .............................................................................................................. 7-15,701,176,doctrinal_explanation;operational_context,qa;staff_advice,low,command post,지휘소,Chapter 7 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 7
Section: 
Subsection: 
Type: main_text
Keywords: command post
Text: COMMAND POSTS .................................................................................................. 7-1 Definition and Functions ........................................................................................... 7-1 Types of Command Posts......................................................................................... 7-4 Organization and Employment Considerations ........................................................ 7-8 Multinational Considerations................................................................................... 7-11 Conclusion .............................................................................................................. 7-15","FM 6-0 (16 May 2022), FM 6-0, D: COMMAND POSTS .................................................................................................. 7-1 Definition and Functions ........................................................................................... 7-1 Types of Command Posts......................................................................................... 7-4 Organization and Employment Considerations .....................................................",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0014,FM6_0_2022_STRUCT_0977,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Chapter 8,,,main_text,COMMAND POST ORGANIZATION ....................................................................... 8-1 Command and Control System................................................................................. 8-1 Organizing People..................................................................................................... 8-2 Command Post Layout ............................................................................................. 8-8 Conclusion ................................................................................................................ 8-9,582,146,doctrinal_explanation;operational_context,qa;staff_advice,low,command and control; command post,지휘통제; 지휘소,Chapter 8 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 8
Section: 
Subsection: 
Type: main_text
Keywords: command and control, command post
Text: COMMAND POST ORGANIZATION ....................................................................... 8-1 Command and Control System................................................................................. 8-1 Organizing People..................................................................................................... 8-2 Command Post Layout ............................................................................................. 8-8 Conclusion ................................................................................................................ 8-9","FM 6-0 (16 May 2022), FM 6-0, D: COMMAND POST ORGANIZATION ....................................................................... 8-1 Command and Control System................................................................................. 8-1 Organizing People..................................................................................................... 8-2 Command Post Layout .............................................................................................",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,YES,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0015,FM6_0_2022_STRUCT_1088,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Chapter 9,,,main_text,COMMAND POST OPERATIONS ........................................................................... 9-1 Continuous Operations ............................................................................................. 9-1 Command Post Standard Operating Procedures ..................................................... 9-1 Command Post Security and Defense.................................................................... 9-12 Command Post Life Support................................................................................... 9-14 Conclusion .............................................................................................................. 9-16,672,168,doctrinal_explanation;operational_context,qa;staff_advice,low,command post; standard operating procedure,지휘소; 표준운영절차,Chapter 9 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Chapter 9
Section: 
Subsection: 
Type: main_text
Keywords: command post, standard operating procedure
Text: COMMAND POST OPERATIONS ........................................................................... 9-1 Continuous Operations ............................................................................................. 9-1 Command Post Standard Operating Procedures ..................................................... 9-1 Command Post Security and Defense.................................................................... 9-12 Command Post Life Support................................................................................... 9-14 Conclusion .............................................................................................................. 9-16","FM 6-0 (16 May 2022), FM 6-0, D: COMMAND POST OPERATIONS ........................................................................... 9-1 Continuous Operations ............................................................................................. 9-1 Command Post Standard Operating Procedures ..................................................... 9-1 Command Post Security and Defense.................................................................... 9-12 Command Post Life ",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0016,FM6_0_2022_STRUCT_1128,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Appendix A,,,appendix_text,STAFF STUDIES AND DECISION PAPERS ........................................................... A-1,97,25,doctrinal_explanation;operational_context,qa;staff_advice,low,staff,참모,Appendix A 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Appendix A
Section: 
Subsection: 
Type: appendix_text
Keywords: staff
Text: STAFF STUDIES AND DECISION PAPERS ........................................................... A-1","FM 6-0 (16 May 2022), FM 6-0, D: STAFF STUDIES AND DECISION PAPERS ........................................................... A-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0017,FM6_0_2022_STRUCT_1185,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Appendix B,,,appendix_text,MILITARY BRIEFINGS............................................................................................. B-1,115,29,doctrinal_explanation;operational_context,qa;staff_advice,low,briefing,브리핑,Appendix B 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Appendix B
Section: 
Subsection: 
Type: appendix_text
Keywords: briefing
Text: MILITARY BRIEFINGS............................................................................................. B-1","FM 6-0 (16 May 2022), FM 6-0, D: MILITARY BRIEFINGS............................................................................................. B-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0018,FM6_0_2022_STRUCT_1249,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Appendix C,,,appendix_text,REHEARSALS ......................................................................................................... C-1,120,30,doctrinal_explanation;operational_context,qa;staff_advice,low,rehearsal,예행연습,Appendix C 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Appendix C
Section: 
Subsection: 
Type: appendix_text
Keywords: rehearsal
Text: REHEARSALS ......................................................................................................... C-1","FM 6-0 (16 May 2022), FM 6-0, D: REHEARSALS ......................................................................................................... C-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0019,FM6_0_2022_STRUCT_1288,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Appendix D,,,appendix_text,FOREIGN DISCLOSURE ......................................................................................... D-1,112,28,doctrinal_explanation;operational_context,qa;staff_advice,low,foreign disclosure,대외공개,Appendix D 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Appendix D
Section: 
Subsection: 
Type: appendix_text
Keywords: foreign disclosure
Text: FOREIGN DISCLOSURE ......................................................................................... D-1","FM 6-0 (16 May 2022), FM 6-0, D: FOREIGN DISCLOSURE ......................................................................................... D-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
FM6_0_2022_BODY_0020,FM6_0_2022_STRUCT_1349,FM6_0_2022,"FM 6-0, Commander and Staff Organization and Operations",FM 6-0,16 May 2022,"Headquarters, Department of the Army",ARN35404-FM_6-0-000-WEB-1.pdf,4,4,D,D,Appendix E,,,appendix_text,COMMAND POST BATTLE DRILLS ....................................................................... E-1,102,26,doctrinal_explanation;operational_context,qa;staff_advice,low,command post,지휘소,Appendix E 관련 교리 내용을 설명하는 청크.,"Document: FM 6-0, Commander and Staff Organization and Operations
Chapter: Appendix E
Section: 
Subsection: 
Type: appendix_text
Keywords: command post
Text: COMMAND POST BATTLE DRILLS ....................................................................... E-1","FM 6-0 (16 May 2022), FM 6-0, D: COMMAND POST BATTLE DRILLS ....................................................................... E-1",public,Use only as doctrinal reference; do not infer classified or current unit-specific procedures beyond the cited text.,"FM 6-0, D",en,complete,NO,v1,2026-05-07,2026-05-07
